character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Fox,0,597,0,6606,3.3,23.3,0.4,0.7,45,41,4,12
Marth,2,496,0,13629,8,20.7,0.4,0.6,107,32,5,22
Marth,2,419,1,9069,4.3,19.8,0.4,0.5,24,23,10,9
Jigglypuff,1,742,0,12819,6.3,16.7,0.6,0.5,2,81,8,10
Fox,0,572,0,3089,2.5,35.4,0.7,0.8,32,15,2,0
Fox,0,572,1,13217,6.8,18.4,0.6,0.5,42,47,6,32
Marth,0,404,0,3829,0,8.8,0.1,0,10,3,4,7
Marth,1,334,0,12710,7.3,18.8,0.6,0.6,13,26,17,16
Falco,2,438,1,11787,5.5,21,0.6,0.6,39,18,6,5
Falco,0,442,0,10020,8,16.4,0.5,0.5,22,10,5,2
Falco,0,526,0,12491,9,20.5,0.4,0.6,1,21,13,10
Falco,2,387,1,7607,2.5,35.7,0.3,0.7,5,7,7,3
Fox,0,547,1,9324,4.8,19.2,0.6,0.5,39,15,11,12
Falco,1,473,0,6252,7,15.1,0.3,0.4,8,6,7,1
Falco,1,435,1,10346,4,21.8,0.8,0.6,6,20,7,2
Falco,2,310,1,9276,5,18.6,0.6,0.6,8,8,3,4
Fox,2,533,1,8385,4.3,20,0.5,0.4,52,13,2,4
Falco,2,509,0,10700,10,21.3,0.4,0.7,22,14,4,3
Fox,2,524,0,13957,9,14.7,0.5,0.4,37,40,7,4
Marth,1,427,1,4191,3.3,14.7,1,0.2,35,6,1,2
Jigglypuff,3,576,1,12926,5.8,18,0.3,0.3,22,15,11,3
Fox,2,571,1,8214,5,16.1,0.7,0.6,40,9,13,2
Marth,2,179,0,11603,12.5,14,0.5,0.3,2,0,3,2
Fox,3,541,1,10780,4,19.6,0.5,0.6,62,49,15,5
Marth,0,407,1,8595,5.3,22.4,0.7,0.7,54,17,6,15
Fox,1,419,0,8871,8.5,13.2,0.5,0.4,22,20,3,8
Falco,0,474,1,11948,6.8,20.3,0.5,0.5,1,1,8,1
Falco,0,489,1,10077,5.3,22.8,0.5,0.5,6,13,8,2
Fox,1,414,0,12368,5.3,18.7,0.6,0.6,40,24,11,10
Fox,0,515,1,12194,5.8,21.5,0.5,0.4,63,24,10,7
Fox,1,598,1,10763,4.5,23.9,0.6,0.6,68,28,5,9
Marth,2,536,0,7689,9,13.3,0.2,0.2,14,3,3,10
Fox,0,509,1,10980,3.3,42.2,0.6,0.8,37,24,14,16
Fox,1,459,0,10165,6.7,13.9,0.6,0.5,56,41,10,11
Marth,0,302,0,9137,10.5,15.5,0.6,0.2,33,9,6,16
Fox,0,445,1,9020,4.3,26.1,0.5,0.8,80,26,5,9
Falco,0,331,0,2277,4,44.3,1,0.8,0,2,4,1
Falco,2,431,1,9517,4.5,28.3,0.6,0.7,5,9,8,5
Jigglypuff,0,704,0,10620,1.7,10,0.4,0,140,95,0,0
Falco,0,489,1,12822,5.5,24.5,0.6,0.6,26,14,2,11
Jigglypuff,0,152,0,4058,0,14,0.1,1,0,0,0,0
Falco,1,408,0,9545,15,18.5,0.6,0.5,20,12,8,0
Marth,0,380,0,6435,13,14,0.6,0.2,9,5,7,3
Fox,2,446,1,6154,2.8,26.5,0.6,0.5,16,8,1,8
Fox,1,428,1,7128,3.8,19.6,0.4,0.4,22,14,0,8
Fox,2,358,0,6934,16,11.2,0.6,0.3,7,0,1,3
Jigglypuff,0,564,0,10717,6.3,20,0.5,0.4,10,45,6,6
Falco,0,420,0,8746,7.5,17.9,0.5,0.3,28,12,6,1
Falco,1,485,1,8817,5,21.8,0.8,0.4,18,12,4,3
Falco,2,529,1,6503,3.5,26.3,0.5,0.6,8,10,3,0
Fox,1,487,0,9589,2,14,0.6,0.3,48,114,8,2
Jigglypuff,3,484,0,16745,8,19.9,0.5,0.5,3,10,4,3
Fox,1,406,0,7400,6,12.9,0.4,0.4,22,20,5,3
Falco,1,317,1,7047,4,25.1,0.6,0.7,19,2,8,4
Fox,2,474,0,7974,8.5,13.9,0.4,0.4,16,24,2,3
Fox,1,622,1,6663,2.5,26.7,0.7,0.6,62,27,1,5
Marth,1,531,0,9190,5.3,24.1,0.5,0.8,42,27,6,13
Fox,1,444,0,11607,6.7,15.4,0.5,0.6,54,63,5,10
Fox,1,542,0,8123,5.3,19.3,0.6,0.6,91,37,14,10
Falco,2,417,1,12641,5.5,23.4,0.4,0.7,11,17,5,4
Falco,2,446,0,9745,7,18.1,0.4,0.6,19,12,3,2
Fox,0,373,1,10978,4.3,26.3,0.6,0.6,44,13,7,12
Falco,0,466,1,10643,3.8,31.7,0.4,0.5,33,14,12,3
Fox,0,503,0,3662,5.5,27.4,0.9,0.8,16,7,3,5
Falco,0,487,0,8657,8.5,16.3,0.5,0.5,3,16,5,2
Fox,1,407,0,9698,13,13,0.5,0.4,35,22,6,7
Marth,0,433,1,10445,5,26.5,0.7,0.7,95,35,6,10
Marth,0,364,0,11171,8,14.3,0.4,0.4,53,34,13,9
Marth,0,431,1,5871,1.8,49.7,0.7,0.9,29,11,7,13
Falco,1,502,0,10493,6.3,15.9,0.6,0.3,18,33,6,1
Falco,1,81,1,6394,2.5,9,0.6,0.5,0,0,1,0
Fox,0,478,1,7864,4.3,28.2,0.8,0.8,29,27,10,9
Marth,0,309,0,9607,6.3,15.9,0.5,0.4,1,0,0,1
Marth,2,443,1,12366,6,19.8,0.4,0.6,42,25,6,24
Fox,0,522,1,7584,4.5,15,0.7,0.4,46,30,10,5
Falco,0,449,0,10117,9,14.7,0.5,0.5,1,10,9,1
Fox,0,375,0,9580,6,15.6,0.6,0.7,14,23,12,11
Marth,0,280,0,3111,4,70.9,1,1,1,0,0,2
Falco,1,551,0,6147,10,16.2,0.6,0.6,11,17,1,0
Falco,2,466,1,8861,4.3,29.7,0.6,0.7,4,7,3,5
Marth,0,373,0,7505,12,18.9,0.3,0.3,9,5,1,6
Falco,1,353,0,6250,6,18.5,0.6,0.5,5,15,3,1
Falco,1,95,0,7302,7,10,0.3,0.3,0,0,0,0
Falco,2,376,0,3573,0,10.8,0.3,0,2,0,0,0
Jigglypuff,1,576,1,10685,5.3,19.7,0.7,0.4,36,46,12,14
Jigglypuff,2,569,1,13737,7.5,14.8,0.6,0.3,29,41,10,13
Marth,2,360,0,8457,7.5,21.1,0.4,0.6,35,16,5,4
Fox,1,297,0,6365,4,15.4,0.5,0.4,14,0,4,9
Falco,0,308,0,9422,8,21.7,0.4,0.6,17,5,3,3
Fox,0,607,1,8318,3.5,23.9,0.6,0.7,21,29,10,10
Marth,1,429,1,10764,3.8,34.5,0.7,0.7,62,29,10,19
Falco,2,566,1,6371,4,20.8,0.5,0.5,24,8,7,1
Falco,0,453,0,10471,7,22.8,0.2,0.7,6,15,4,3
Fox,2,491,0,11836,7.7,21.1,0.5,0.4,83,26,4,12
Marth,2,389,1,13107,7.5,18.8,0.7,0.5,29,24,11,18
Falco,1,492,0,10732,6.3,20.9,0.5,0.5,44,20,4,2
Marth,2,424,0,8766,5.3,17.4,0.5,0.4,19,17,12,5
Fox,1,384,0,11022,7.3,18.1,0.5,0.4,35,17,6,4
Falco,1,381,1,9169,4.3,18.6,0.3,0.6,8,28,6,2
Falco,0,678,1,5117,2.8,39.3,0.9,0.7,10,34,2,0
Marth,2,448,1,10203,4.5,28.1,0.5,0.5,64,19,1,16
Fox,0,364,0,32940,0,1.2,0.5,0.7,370,136,25,44
Fox,2,595,1,11916,7,21.1,0.7,0.6,71,11,7,17
Marth,1,378,1,4613,1.8,46.2,0.8,1,20,17,9,5
Fox,0,127,0,3713,0,7,0,0,0,0,3,0
Falco,1,416,0,7003,11,19.1,0.4,0.6,25,17,6,0
Jigglypuff,2,273,0,12186,7,21.1,0.5,0.5,4,7,6,5
Falco,3,426,0,9848,10,16.6,0.4,0.6,0,0,10,7
Falco,3,479,0,9277,6.7,24.7,0.6,0.6,7,9,2,3
Falco,2,521,0,9192,5.7,18.1,0.5,0.5,19,28,4,2
Falco,2,443,1,10980,6.8,17.4,0.6,0.6,32,16,7,4
Fox,1,465,0,17138,12.3,11.9,0.7,0.3,239,37,12,13
Jigglypuff,0,301,1,5403,4.3,22.3,0.7,0.6,1,0,2,5
Falco,2,483,0,8615,5.3,20.4,0.5,0.6,6,10,8,1
Falco,2,428,0,8477,4.7,25.6,0.5,0.6,24,14,2,3
Marth,3,375,1,12738,5.3,27.3,0.5,0.7,73,33,1,6
Fox,0,413,0,3893,0,13.1,0.5,0.6,1,3,1,3
Fox,2,480,1,8910,3.5,28.8,0.5,0.6,22,28,7,9
Fox,0,487,0,12596,8,18.4,0.6,0.5,114,21,2,15
Falco,1,344,0,14642,10.3,16.7,0.7,0.5,45,16,15,6
Marth,2,492,1,5102,2,34.5,0.3,0.8,16,17,9,8
Fox,1,635,1,8689,4.5,24.5,0.5,0.6,42,24,8,10
Marth,0,293,0,10526,6.7,16.1,0.5,0.3,23,24,5,9
Fox,1,476,0,9873,6.5,23.8,0.4,0.8,31,22,7,8
Falco,1,360,1,7588,3.3,28.1,0.6,0.7,20,8,7,3
Fox,0,325,0,11171,9.5,15.6,0.3,0.5,10,24,5,7
Fox,2,526,1,9294,4.5,25.8,0.6,0.6,28,12,7,11
Fox,2,463,0,5951,7,18.7,0.3,0.7,35,17,3,0
Fox,2,126,0,4089,0,4,0.1,0,0,0,0,0
Falco,0,472,1,8514,4.8,24.6,0.8,0.7,44,20,8,2
Marth,0,364,1,11868,7.8,14.6,0.6,0.4,55,25,4,8
Fox,1,480,1,13277,5.5,22.3,0.7,0.6,30,54,10,8
Fox,2,535,0,7925,8,17.1,0.6,0.5,21,18,6,3
Fox,0,572,0,7076,12,14.6,0.5,0.4,27,33,3,8
Fox,1,384,0,4091,7,17.4,0.4,0.4,27,5,4,3
Fox,0,502,0,11536,7.3,18.7,0.5,0.5,64,22,16,7
Falco,1,491,0,6467,20,10.9,0.7,0.4,11,8,3,1
Fox,2,423,0,10345,5.7,20.8,0.4,0.2,0,15,3,8
Falco,0,425,0,7115,5,17.2,0.4,0.4,16,11,8,5
Fox,0,429,1,9051,4,22.4,0.5,0.7,22,15,8,11
Marth,1,601,0,12732,5.7,20.5,0.4,0.5,72,22,18,10
Fox,2,475,0,7059,7,15.2,0.5,0.4,54,12,3,5
Falco,0,414,0,10339,17,13.6,0.4,0.4,40,21,5,5
Jigglypuff,1,565,1,10519,5.3,21,0.6,0.5,6,10,2,0
Marth,0,401,0,9845,4,26.9,0.6,0.5,69,10,5,17
Falco,0,522,1,9167,4.5,25.2,0.4,0.6,35,19,11,6
Falco,0,484,0,10934,6.3,26.7,0.5,0.5,30,22,8,1
Marth,2,357,0,10459,5.3,19.1,0.3,0.7,36,15,7,24
Falco,1,483,1,6687,4.5,22.2,0.7,0.7,26,14,11,2
Marth,0,387,1,10649,4.3,26,0.7,0.6,61,21,3,20
Marth,0,374,0,4896,3.5,10.1,0.5,0.3,4,6,2,5
Fox,1,376,0,14504,7,21.2,0.5,0.6,72,36,3,17
Jigglypuff,0,179,0,3522,0,4.5,0.2,0,0,0,2,0
Fox,2,395,0,10148,10,14.4,0.5,0.4,8,7,4,7
Marth,3,329,0,13836,10,14.4,0.4,0.4,123,19,14,7
Fox,0,487,0,6315,8,23.9,0.4,0.9,10,6,4,8
Fox,2,436,1,11962,6.5,17.7,0.5,0.6,30,26,4,10
Fox,3,583,0,6989,6,21.9,0.7,0.6,49,11,1,8
Jigglypuff,0,441,0,12258,8,15.8,0.5,0.4,4,11,11,3
Fox,1,484,0,10961,7.3,13.4,0.8,0.3,52,30,2,3
Falco,0,437,0,3998,2,55.9,0.8,1,13,24,8,0
Marth,2,291,1,5819,3.5,14.1,0.4,0.3,7,10,6,6
Fox,2,370,1,12410,5.8,18,0.5,0.3,31,15,6,12
Falco,0,441,0,4901,9,13.5,0.3,0.4,0,2,4,2
Marth,0,482,0,11006,7,26.1,0.2,0.6,20,23,10,16
Marth,0,372,1,8139,4,16.8,0.4,0.5,23,22,7,17
Falco,0,430,1,11662,6.3,22.8,0.6,0.6,22,18,9,4
Fox,0,429,0,6693,5.5,18.1,0.4,0.5,44,7,3,4
Falco,0,76,0,7480,3.3,9.5,0.4,0.6,0,0,0,0
Fox,1,536,0,9232,6,20.7,0.5,0.7,33,6,3,12
Falco,2,605,1,11015,5.5,23.2,0.6,0.7,20,15,7,7
Marth,0,378,0,9255,11,17.9,0.4,0.5,25,10,7,6
Fox,2,485,1,6578,4.5,18.5,0.6,0.6,49,19,10,2
Fox,0,510,1,7334,3,29.3,0.7,0.7,48,19,9,7
Fox,1,396,0,11669,8,14,0.3,0.4,66,33,12,6
Falco,1,501,1,5162,2.8,29.6,0.7,0.8,4,11,8,0
Marth,2,380,1,11642,4.5,20.3,0.3,0.4,19,31,15,7
Jigglypuff,0,536,0,12248,6.7,14.2,0.3,0.3,9,7,13,2
Fox,1,478,1,10468,5.5,17.2,0.6,0.5,75,13,4,8
Marth,0,461,1,11708,5.8,21.9,0.5,0.7,53,34,26,17
Fox,2,147,0,8407,0,8.3,0.2,0.3,0,0,0,0
Marth,1,398,1,8228,4.3,15.2,0.6,0.5,25,34,11,10
Marth,0,177,0,6589,6.5,11.6,0.4,0.3,11,1,2,3
Marth,0,586,0,10579,4.7,31,0.5,0.7,44,30,8,8
Fox,1,475,0,10378,5.5,30.7,0.4,0.7,37,31,13,9
Fox,0,500,1,9163,4.5,16.6,0.5,0.2,40,24,7,9
Marth,0,394,1,14059,6.8,19.3,0.6,0.6,39,22,6,10
Falco,0,357,0,14037,9.5,12.8,0.4,0.4,26,17,12,2
Marth,0,496,1,7838,4.3,24.8,0.6,0.7,35,23,9,8
Falco,3,407,0,11464,6.7,23.5,0.7,0.6,15,11,7,8
Fox,3,504,0,2918,2,15.5,0.2,0.3,22,15,1,4
Fox,0,472,1,7066,3.5,25.4,0.7,0.7,34,13,8,7
Falco,2,424,1,6911,4.3,24.1,0.6,0.7,5,15,6,2
Fox,0,444,0,13895,9.3,15.1,0.5,0.4,126,27,2,21
Fox,0,360,0,8642,14,13,0.5,0.3,48,24,5,9
Falco,2,560,1,12540,6.5,14.9,0.7,0.3,10,17,3,9
Falco,0,504,0,9081,5.5,22,0.4,0.9,7,11,2,1
Jigglypuff,0,307,0,11166,7,15.4,0.4,0.3,18,7,9,11
Fox,0,523,1,5477,2.5,27,0.5,0.6,47,29,8,8
Marth,2,319,0,11299,4.3,22.5,0.3,0.5,75,31,16,25
Falco,3,467,0,9248,10,15.7,0.5,0.5,19,8,4,1
Falco,0,434,0,9156,5.7,20.7,0.6,0.6,9,8,5,4
Jigglypuff,0,579,1,3570,2.3,30.5,1,0.7,15,4,3,6
Falco,1,457,1,8221,4,26.6,0.7,0.7,57,32,7,6
Fox,2,645,1,11157,6,17.8,0.3,0.5,52,22,13,7
Falco,0,477,1,11410,6.5,22.9,0.6,0.6,32,28,11,9
Fox,2,467,1,9605,4.5,24.2,0.5,0.8,24,21,10,6
Fox,0,422,1,10786,5,16.8,0.5,0.4,6,20,9,8
Falco,0,308,0,9560,7.5,16.2,0.3,0.4,1,10,3,4
Falco,0,538,0,9514,7,16.9,0.5,0.5,12,15,4,0
Falco,2,559,1,8588,3.5,35,0.6,0.9,9,14,2,4
Falco,0,404,0,9297,7.7,17.7,0.7,0.4,21,11,2,8
Jigglypuff,0,745,1,9066,5,18.8,0.6,0.4,1,39,4,10
Fox,0,501,1,11262,5.8,22.7,0.7,0.3,75,23,12,7
Falco,2,492,0,10605,8.7,19.3,0.4,0.5,33,22,5,3
Falco,2,440,1,9254,4.3,26.5,0.3,0.5,9,13,11,5
Fox,3,426,1,4178,1.8,41.7,0.8,1,19,11,2,9
Marth,0,346,0,10915,8,17.3,0.5,0.4,85,24,11,19
Marth,0,342,1,7379,3.5,19,0.6,0.5,6,36,10,9
Fox,0,471,1,11098,5,23.8,0.7,0.6,45,21,14,14
Falco,0,475,0,12215,9,16.8,0.5,0.5,18,6,9,2
Fox,0,469,1,3988,2.5,20,0.5,0.5,14,7,2,10
Falco,1,567,0,9366,6,26.4,0.4,0.8,32,14,11,5
Fox,0,511,0,11404,5.7,24.4,0.6,0.6,64,39,9,17
Marth,0,389,1,6027,2.5,38.3,0.8,0.8,24,23,4,11
Fox,1,478,0,11966,6.3,20.9,0.4,0.6,52,39,8,4
Marth,1,395,0,9533,4.7,28.5,0.6,0.7,24,12,14,4
Falco,0,71,1,8770,2.8,17.2,0.6,0.8,0,0,2,0
Fox,0,122,0,4620,0.5,6,0,0,0,0,2,0
Falco,0,613,1,8719,3.5,27.7,0.9,0.6,13,84,28,1
Fox,2,541,0,6625,7,17,0.4,0.4,32,7,2,6
Fox,2,512,1,8680,5.3,20.7,0.7,0.6,99,38,1,22
Marth,1,461,1,14017,7.5,18.7,0.7,0.4,121,54,22,20
Jigglypuff,1,308,0,12791,8.3,18.2,0.5,0.5,27,35,10,9
Fox,0,542,1,9076,6,17.4,0.5,0.4,54,40,5,6
Falco,2,414,0,12872,6,24.2,0.3,0.6,77,32,8,1
Falco,1,301,0,4938,0,17.2,0.2,0.5,6,6,0,0
Fox,2,608,0,8891,5.3,25.3,0.7,0.8,88,32,7,7
Marth,3,461,0,10537,10,16,0.3,0.4,25,12,4,2
Marth,1,326,1,14235,7.3,15.7,0.6,0.3,50,19,8,28
Fox,1,536,0,6760,9,17.5,0.2,0.4,60,6,3,1
Jigglypuff,0,361,1,7135,2,21.5,0.2,0.4,1,8,9,10
Fox,0,617,0,14322,8.7,19.2,0.5,0.4,55,49,15,5
Fox,1,397,0,16591,8,20.4,0.4,0.6,126,19,10,8
Fox,2,439,0,7367,10,13.1,0.3,0.6,1,6,7,3
Fox,0,433,1,8147,3.5,29.4,0.5,0.5,38,5,8,15
Falco,0,393,0,5395,0,9.3,0.4,0.3,7,5,2,5
Fox,2,484,0,10548,6.3,21.2,0.3,0.6,51,27,7,8
Fox,1,517,1,11023,4.3,20.4,0.5,0.6,68,24,11,9
Marth,2,389,1,8880,3.5,27.2,0.4,0.4,27,15,10,15
Fox,0,564,1,9948,5.5,23.9,0.6,0.5,43,43,7,33
Falco,1,314,0,5781,0,10.4,0.8,0.8,10,0,0,0
Jigglypuff,0,394,0,10759,8.5,14.3,0.4,0.2,4,5,15,7
Marth,0,362,1,10280,4,26.9,0.4,0.8,22,19,1,13
Fox,0,522,1,7335,3.8,28.1,0.6,0.6,59,32,6,8
Fox,0,542,1,10262,4.8,23.2,0.6,0.5,102,21,6,15
Jigglypuff,0,786,1,14208,6.8,14.7,0.5,0.2,0,61,9,7
Fox,1,612,1,11634,5.3,22.5,0.6,0.7,108,31,3,11
Falco,0,523,0,25311,0,2.2,0.9,0.7,101,116,57,4
Fox,2,461,0,7624,4.5,26.6,0.3,0.4,20,9,3,3
Fox,1,438,1,11166,6,19.4,0.5,0.5,68,26,10,2
Falco,0,483,0,8769,6,22.3,0.4,0.8,53,12,1,3
Fox,1,527,0,8174,4,35.2,0.3,0.8,39,84,26,1
Fox,1,552,1,11422,5,23.8,0.4,0.8,77,26,7,9
Falco,1,559,1,10779,5,26.5,0.7,0.7,24,20,14,1
Falco,0,402,0,7073,16,15.6,0.4,0.3,10,4,11,4
Falco,1,490,0,8983,7.5,15.5,0.5,0.3,14,11,5,0
Falco,0,540,1,10300,5.8,23.5,0.6,0.7,42,27,13,3
Falco,2,407,0,8575,3.3,15.5,0.4,0.4,11,8,5,1
Fox,1,459,0,13026,9,20.3,0.6,0.8,56,28,15,6
Marth,0,465,0,9156,4.7,26,0.5,0.5,20,18,14,13
Falco,2,407,1,9911,4.3,26,0.6,0.7,8,18,9,2
Falco,1,392,0,9454,6.7,16.6,0.5,0.6,18,15,4,3
Marth,2,402,0,15218,9.3,21,0.3,0.4,35,29,17,19
Falco,0,505,0,12492,8.7,16.9,0.4,0.4,42,10,6,2
Falco,0,484,1,7345,5.5,15.5,0.7,0.5,21,9,5,2
Fox,0,448,1,9363,4.8,23.9,0.6,0.5,46,18,7,6
Fox,3,521,0,6849,3.3,36,0.8,0.7,5,15,1,2
Fox,0,562,1,10116,4.5,20.5,0.4,0.6,40,48,10,11
Falco,1,376,1,12155,6.3,17.3,0.7,0.7,13,14,8,5
Marth,1,470,0,8832,4.7,20,0.3,0.4,38,10,3,10
Fox,2,608,0,7078,14,11.5,0.4,0.3,37,4,6,7
Falco,1,356,1,7921,4,28.4,0.9,0.6,25,7,6,3
Jigglypuff,0,416,0,10955,5.7,16.2,0.6,0.2,15,17,5,3
Falco,1,105,0,4540,3,6.5,0.2,0.7,0,0,1,0
Fox,3,652,1,6291,4.5,20.4,0.8,0.7,59,20,3,3
Fox,2,479,1,7547,4,27,0.7,0.6,22,14,4,11
Marth,1,381,1,6959,3.5,21.8,0.4,0.6,45,13,6,4
Marth,2,387,0,9990,5.7,14.9,0.5,0.3,50,24,8,3
Falco,0,331,1,13631,6.8,17.2,0.5,0.6,8,0,5,2
Falco,0,405,0,8690,4.7,21.2,0.5,0.8,18,6,6,6
Falco,0,417,0,15071,9.3,19,0.5,0.5,31,24,15,10
Falco,3,402,0,13601,8.7,18.6,0.6,0.5,29,39,2,3
Fox,2,593,0,11743,6.7,21.5,0.5,0.7,78,28,6,8
Fox,1,537,0,5159,12,9.9,0.7,0.6,19,11,6,4
Marth,0,523,1,8489,2.3,37.9,1,0.6,46,41,8,6
Fox,1,529,0,7190,6,20.5,0.6,0.5,36,15,7,10
Fox,2,417,1,9263,5,20.1,0.7,0.5,34,20,9,9
Marth,0,496,1,6691,4.5,23.3,0.9,0.5,41,19,1,3
Fox,0,487,0,10762,6.3,22.9,0.4,0.6,40,18,10,5
Falco,3,467,1,9045,4,30.7,0.6,0.5,16,8,1,4
Falco,0,593,1,11542,7.5,15.4,0.8,0.6,54,22,8,8
Marth,0,344,0,17027,6.7,19.7,0.3,0.5,74,45,12,19
Marth,1,473,1,6710,3,38.7,0.8,0.8,19,18,9,14
Fox,2,456,0,10381,6.3,24.7,0.4,0.6,89,2,5,9
Falco,0,530,1,9002,5.3,19.4,0.5,0.7,20,7,3,1
Fox,1,308,0,12489,19,11.7,0.4,0.4,48,19,7,4
Fox,3,497,0,4025,8,21,0.8,0.5,19,13,2,3
Fox,2,579,1,6833,3,35.7,0.6,0.9,36,27,7,4
Fox,1,341,0,7663,3.3,15.6,0.2,0.4,23,8,12,1
Fox,0,388,1,15678,7.3,19,0.6,0.4,116,26,20,10
Marth,0,402,0,7818,13,18.9,0.6,0.5,29,25,3,16
Fox,0,460,0,9391,6.7,19.7,0.4,0.5,28,30,3,18
Fox,0,407,0,9756,5.5,17.2,0.3,0.5,43,30,8,5
Fox,0,459,0,11141,9,22.4,0.5,0.6,58,16,12,10
Fox,0,541,1,8912,3.8,30.5,0.5,0.7,23,22,7,9
Falco,1,565,1,6779,4.8,26.3,0.9,0.7,16,15,2,1
Marth,0,285,1,13852,8,14.3,0.6,0.4,42,12,4,14
Falco,0,419,0,9947,6,15.7,0.4,0.4,5,7,6,2
Falco,2,463,1,4684,2.5,36.2,0.6,0.9,5,7,4,0
Falco,2,455,1,9514,5.5,19.5,0.3,0.7,20,13,6,2
Jigglypuff,1,289,1,9725,5.8,17.2,0.5,0.2,0,2,7,4
Fox,1,558,0,10233,10.5,17.3,0.5,0.4,75,25,4,2
Fox,1,533,1,7406,4.3,24.7,0.8,0.5,42,21,9,8
Marth,0,357,0,13636,8.3,15.2,0.5,0.5,51,22,7,23
Falco,1,470,1,8152,4.3,20.8,0.6,0.6,23,7,8,5
Marth,0,302,0,5157,0,14.1,0.4,0.3,1,0,1,4
Falco,0,424,1,9236,3.5,31.6,0.6,0.8,22,22,4,3
Fox,1,449,0,10113,7,17.8,0.4,0.6,53,14,10,7
Falco,0,396,1,9678,7.3,12.6,0.8,0.3,3,14,5,4
Falco,0,560,0,12494,7.3,23,0.6,0.6,29,57,5,16
Fox,0,471,1,11098,5,23.8,0.7,0.6,45,21,14,14
Marth,2,486,1,6453,3.8,20.2,0.5,0.6,7,8,4,12
Fox,2,539,1,5185,3.5,19.3,0.5,0.5,28,7,4,3
Falco,2,550,0,7172,7,19.2,0.6,0.6,15,14,2,2
Fox,2,386,1,10920,5.5,17.6,0.5,0.5,49,55,5,11
Marth,2,318,0,7419,5.5,17.7,0.3,0.4,10,20,14,5
Falco,1,477,0,9139,6,20.7,0.6,0.6,31,9,5,6
Falco,0,418,0,9794,11.5,11.7,0.7,0.4,12,10,10,14
Fox,0,400,0,9298,6.5,24.3,0.3,0.6,15,13,10,9
Marth,1,427,1,8349,3.8,24.5,0.8,0.5,36,11,5,11
Fox,0,97,0,7238,4,8.2,0.1,0.3,0,0,2,0
Falco,1,392,1,8639,4,24.6,0.6,0.7,36,15,12,2
Fox,1,456,1,11461,5.8,19.2,0.8,0.7,52,31,2,8
Fox,1,477,0,8130,10,15.1,0.4,0.6,67,8,4,5
Falco,1,363,1,9789,4.5,26.5,0.9,0.8,58,23,3,1
Fox,0,249,1,11851,3.3,20.7,0.4,0.5,9,12,30,7
Falco,0,448,1,12004,7.3,18.1,0.5,0.6,29,11,3,7
Falco,0,480,1,9266,5.5,19.4,0.4,0.4,0,6,6,7
Falco,1,444,1,8992,3,40.5,0.6,0.9,26,16,10,4
Fox,1,345,0,11926,9,14.3,0.6,0.5,36,30,4,6
Falco,2,319,0,5507,6,11.1,0.1,0,9,2,2,0
Falco,1,441,1,12023,6.8,20,0.6,0.6,49,12,3,0
Falco,1,564,1,9878,5.3,24.8,0.6,0.7,42,17,4,3
Falco,2,573,0,9083,4.7,27,0.4,0.6,11,7,5,4
Jigglypuff,2,376,0,15154,8,15.4,0.4,0.4,3,55,2,9
Jigglypuff,0,256,0,10898,6.3,15.9,0.4,0.4,17,19,9,13
Fox,0,445,0,7807,10,29.5,0.3,0.8,14,12,5,8
Fox,2,544,0,12976,9.7,14.5,0.4,0.3,86,57,8,7
Fox,2,382,1,10724,3.8,22.2,0.7,0.6,56,18,1,8
Falco,0,603,1,8421,5.5,21.7,0.8,0.6,15,23,7,1
Falco,0,363,0,2241,1.7,23.3,1,0.8,1,3,0,1
Marth,0,440,0,1792,0,15.7,0.8,0.5,10,2,1,6
Falco,0,558,0,6077,0,9.9,0.5,0.3,41,13,2,0
Fox,0,442,0,11578,7.7,17,0.5,0.6,52,17,10,5
Marth,0,404,0,7591,6.5,19,0.6,0.6,38,23,6,10
Fox,0,501,1,5679,3,21.5,0.8,0.5,35,13,4,3
Fox,1,541,0,13147,7.3,16.2,0.5,0.6,28,62,3,7
Fox,3,411,0,10835,6,17.9,0.5,0.6,72,16,8,9
Fox,0,528,1,5416,3.3,29,0.9,0.8,35,22,2,7
Falco,0,398,0,6182,4,18.2,0.4,0.3,19,12,2,2
Falco,2,666,0,1776,5,32.7,0.8,0.6,7,1,0,0
Falco,0,529,1,11559,7.3,20.5,0.7,0.5,50,13,9,10
Falco,0,493,1,6618,4,24.6,0.6,0.6,64,8,1,0
Fox,1,486,1,6842,4,27.1,0.7,0.6,55,9,2,11
Marth,0,104,0,9105,0,8.7,0.3,0.6,0,0,5,0
Fox,2,680,1,9285,5,23.1,0.5,0.6,73,31,6,2
Marth,2,345,0,11336,6,16.6,0.4,0.4,21,21,15,11
Fox,1,569,1,11307,5.3,22.1,0.6,0.6,68,38,7,15
Falco,2,410,1,9672,4.3,28.1,0.7,0.6,10,8,7,0
Fox,0,512,0,7574,7.5,17.8,0.6,0.6,25,15,5,10
Fox,0,403,0,12095,5.7,21.5,0.4,0.6,51,28,12,10
Falco,0,391,0,19805,0,2,0.5,0.5,119,29,5,9
Fox,2,466,1,6109,3.3,18.5,0.5,0.5,18,10,4,7
Fox,0,456,1,14149,7.3,17.1,0.5,0.4,112,51,7,9
